ID,Name,Type,Risk,Popularity,AREA,PERIMET,xcoord,ycoord
"1021878",,Isolated Property,"3","3",7803.613770,313.6548,773180.000704667,5781883.99949539
"1021879",,Isolated Property,"3","3",7803.613281,313.6548,775802.850736318,5784276.74022402
"1021880",,Isolated Property,"3","3",7803.613281,313.6548,776050.220591492,5781848.32271079
"1021881",,Isolated Property,"3","3",7803.614258,313.6548,786837.913088847,5770051.74481541
"1021882",,Isolated Property,"3","3",7803.612793,313.6548,786113.978504113,5772443.10048726
"1021883",,Isolated Property,"3","3",7803.613281,313.6548,787477.26712826,5769702.61150125
"1021884",,Isolated Property,"3","3",7803.612793,313.6548,780635.318440394,5770363.65676085
"1021885",,Isolated Property,"3","3",7803.612305,313.6548,784596.330721264,5772639.13021945
"1021886",,Isolated Property,"3","3",7803.613770,313.6548,782491.241814031,5769708.0425437
"1021887",,Isolated Property,"3","3",7803.613770,313.6548,782230.326351542,5770460.69649832
"1021888",,Isolated Property,"3","3",7803.610352,313.6548,784679.546554429,5771271.1839058
"1021889",,Isolated Property,"3","3",7803.611328,313.6548,781843.461462987,5773275.31965918
"1021890",,Isolated Property,"3","3",7803.614746,313.6548,787322.375287096,5777093.37941979
"1021891",,Isolated Property,"3","3",7803.611816,313.6548,782812.93368523,5775628.56213618
"1021892",,Isolated Property,"3","3",7803.612305,313.6548,784660.912747995,5775079.25978736
"1021893",,Isolated Property,"3","3",7803.612305,313.6548,778953.142072359,5775510.71942256
"1021894",,Isolated Property,"3","3",7803.615234,313.6548,784844.002939804,5777094.61069322
"1021895",,Isolated Property,"3","3",7803.614258,313.6548,781186.101833851,5769954.06524105
"1021896",,Isolated Property,"3","3",7803.612305,313.6548,787961.760455297,5774139.27406804
"1021897",,Isolated Property,"3","3",7803.611816,313.6548,784752.832061041,5769897.16334005
"1021898",,Isolated Property,"3","3",7803.612793,313.6548,780420.001426946,5774362.99974171
"1021899",,Isolated Property,"3","3",7803.613770,313.6548,784293.487925011,5778433.66321664
"1021900",,Isolated Property,"3","3",7803.613281,313.6548,782333.000800105,5782485.00024437
"1021901",,Isolated Property,"3","3",7803.613770,313.6548,782641.913737849,5784053.79400181
"1021902",,Isolated Property,"3","3",7803.613770,313.6548,782378.174420919,5778806.71673996
"1021903",,Isolated Property,"3","3",7803.612793,313.6548,784708.80482844,5780525.25580598
"1021904",,Isolated Property,"3","3",7803.612793,313.6548,782873.868786738,5780367.07197625
"1021905",,Isolated Property,"3","3",7803.614258,313.6548,780429.16945364,5780772.92679345
"1021906",,Isolated Property,"3","3",7803.613281,313.6548,781977.000691838,5778904.99957868
"1021907",,Isolated Property,"3","3",7803.615234,313.6548,790214.161989546,5777368.73494714
"1021908",,Isolated Property,"3","3",7803.613770,313.6548,789050.267020024,5777436.48941977
"1021909",,Isolated Property,"3","3",7803.612793,313.6548,789162.454782739,5773245.78942733
"1021910",,Isolated Property,"3","3",7803.613281,313.6548,788870.577819384,5774958.87175772
"1021911",,Isolated Property,"3","3",7803.611328,313.6548,780565.537141531,5755776.44765783
"1021912",,Isolated Property,"3","3",7803.611328,313.6548,779262.63500548,5756726.81634801
"1021913",,Isolated Property,"3","3",7803.610840,313.6548,782587.923252795,5765652.20731653
"1021914",,Isolated Property,"3","3",7803.613281,313.6548,780443.46776939,5765071.18782243
"1021915",,Isolated Property,"3","3",7803.614258,313.6548,780662.303874757,5766371.16054548
"1021916",,Isolated Property,"3","3",7803.614258,313.6548,779978.314182192,5760628.49448655
"1021917",,Isolated Property,"3","3",7803.613770,313.6548,779079.066291347,5754391.89903735
"1021918",,Isolated Property,"3","3",7803.612793,313.6548,781667.097508646,5763231.62072397
"1021919",,Isolated Property,"3","3",7803.612793,313.6548,782964.246444189,5763563.20124198
"1021920",,Isolated Property,"3","3",7803.614746,313.6548,781490.502051368,5759928.82477778
"1021921",,Isolated Property,"3","3",7803.613281,313.6548,782854.310330124,5758040.93221654
"1021922",,Isolated Property,"3","3",7803.613770,313.6548,782605.903230191,5757005.19789319
"1021923",,Isolated Property,"3","3",7803.611816,313.6548,784497.249305425,5763905.29322183
"1021924",,Isolated Property,"3","3",7803.615234,313.6548,783478.273322442,5761194.96568571
"1021925",,Isolated Property,"3","3",7803.613770,313.6548,782162.71335421,5755528.84601832
"1021926",,Isolated Property,"3","3",7803.614746,313.6548,784219.033665998,5761117.77046164
"1021927",,Isolated Property,"3","3",7803.612305,313.6548,784311.005791887,5756872.66567507
"1021928",,Isolated Property,"3","3",7803.611328,313.6548,778910.774927286,5759904.79188743
"1021929",,Isolated Property,"3","3",7803.613281,313.6548,781594.013390484,5760195.64677383
"1021930",,Isolated Property,"3","3",7803.611816,313.6548,782146.1505636,5767787.19859756
"1021931",,Isolated Property,"3","3",7803.614258,313.6548,784277.276484469,5755151.74011752
"1021932",,Isolated Property,"3","3",7803.613281,313.6548,779086.167574791,5769242.29220358
"1021933",,Isolated Property,"3","3",7803.612793,313.6548,784161.734277011,5765761.5563002
"1021934",,Isolated Property,"3","3",7803.615723,313.6548,781102.416593687,5757314.4487006
"1021935",,Isolated Property,"3","3",7803.613281,313.6548,786674.506852108,5766054.14650114
"1021936",,Isolated Property,"3","3",7803.612793,313.6548,787633.863238801,5765847.39618704
"1021937",,Isolated Property,"3","3",7803.615723,313.6548,785767.974991973,5767240.26789912
"1021938",,Isolated Property,"3","3",7803.612305,313.6548,786513.773970984,5762278.85339103
"1021939",,Isolated Property,"3","3",7803.611816,313.6548,786555.933797913,5761626.15277781
"1021940",,Isolated Property,"3","3",7803.613770,313.6548,789835.850634975,5763382.25579078
"1021941",,Isolated Property,"3","3",7803.613770,313.6548,790028.702577484,5762677.46322444
"1021942",,Isolated Property,"3","3",7803.612793,313.6548,789607.522889119,5761734.44739695
"1021943",,Isolated Property,"3","3",7803.613281,313.6548,790001.201724493,5761583.18044839
"1021944",,Isolated Property,"3","3",7803.612793,313.6548,787298.735818669,5754539.30755218
"1021945",,Isolated Property,"3","3",7803.611816,313.6548,788453.593167779,5753932.83227635
"1021946",,Isolated Property,"3","3",7803.614746,313.6548,785331.500074244,5753915.02828215
"1021947",,Isolated Property,"3","3",7803.612793,313.6548,789569.793170293,5754091.92416892
"1021948",,Isolated Property,"3","3",7803.614258,313.6548,787208.382336358,5753934.05087973
"1021949",,Isolated Property,"3","3",7803.612305,313.6548,790361.455446139,5754076.74753966
"1021950",,Isolated Property,"3","3",7803.614746,313.6548,788261.605717807,5757598.19670392
"1021951",,Isolated Property,"3","3",7803.614258,313.6548,790058.86758274,5759935.01062949
"1021952",,Isolated Property,"3","3",7803.611816,313.6548,785786.915018625,5758107.14723832
"1021953",,Isolated Property,"3","3",7803.612793,313.6548,786065.259328384,5758831.60063376
"1021954",,Isolated Property,"3","3",7803.610352,313.6548,789496.161808005,5758762.98662462
"1021955",,Isolated Property,"3","3",7803.612793,313.6548,786855.73532917,5757955.84752426
"1021956",,Isolated Property,"3","3",7803.611816,313.6548,790024.934894441,5757382.29921247
"1021957",,Isolated Property,"3","3",7803.613770,313.6548,769904.442576803,5740004.74276703
"1021958",,Isolated Property,"3","3",7803.615234,313.6548,783724.821539941,5745895.88609959
"1021959",,Isolated Property,"3","3",7803.612305,313.6548,783850.355132998,5749469.85065779
"1021960",,Isolated Property,"3","3",7803.611816,313.6548,780159.254608417,5752328.35091417
"1021961",,Isolated Property,"3","3",7803.611328,313.6548,782849.154184277,5750765.97765798
"1021962",,Isolated Property,"3","3",7803.612793,313.6548,783433.119750157,5753654.94869715
"1021963",,Isolated Property,"3","3",7803.613281,313.6548,779482.950105793,5753443.11487885
"1021964",,Isolated Property,"3","3",7803.612793,313.6548,780403.156413765,5747299.6835701
"1021965",,Isolated Property,"3","3",7803.613770,313.6548,781539.041454592,5748757.602977
"1021966",,Isolated Property,"3","3",7803.613281,313.6548,784013.223754684,5749148.35117742
"1021967",,Isolated Property,"3","3",7803.614746,313.6548,787149.312254796,5750963.20333255
"1021968",,Isolated Property,"3","3",7803.612793,313.6548,784704.461503101,5750486.81645821
"1021969",,Isolated Property,"3","3",7803.611328,313.6548,785366.475923904,5747922.62742848
"1021970",,Isolated Property,"3","3",7803.612793,313.6548,772951.595625251,5787207.113332
"1021971",,Isolated Property,"3","3",7803.610840,313.6548,775148.60641369,5787458.09361519
"1021972",,Isolated Property,"3","3",7803.613281,313.6548,776950.607260196,5787169.07758388
"1021973",,Isolated Property,"3","3",7803.614258,313.6548,777384.613855307,5788157.08367677
"1021974",,Isolated Property,"3","3",7803.613281,313.6548,773453.000847064,5788121.99975546
"1021975",,Isolated Property,"3","3",7803.615723,313.6548,800081.632585169,5762252.36231337
"1021976",,Isolated Property,"3","3",7803.613281,313.6548,799927.874903803,5761249.936744
"1021977",,Isolated Property,"3","3",7803.615723,313.6548,797738.386095984,5761865.61673595
"1021978",,Isolated Property,"3","3",7803.613770,313.6548,796842.998535625,5762037.0231787
"1021979",,Isolated Property,"3","3",7803.614746,313.6548,800067.520559536,5761987.75617722
"1021980",,Isolated Property,"3","3",7803.613281,313.6548,796231.808020352,5755871.48892035
"1021981",,Isolated Property,"3","3",7803.612793,313.6548,795984.474806997,5755753.02828275
"1021982",,Isolated Property,"3","3",7803.613281,313.6548,796520.712479144,5756004.99937309
"1021983",,Isolated Property,"3","3",7803.613770,313.6548,794785.31048772,5760367.05714661
"1021984",,Isolated Property,"3","3",7803.614746,313.6548,795408.272700396,5759046.35061928
"1021985",,Isolated Property,"3","3",7803.614746,313.6548,795330.572262199,5756370.64103974
"1021986",,Isolated Property,"3","3",7803.613281,313.6548,792200.200666706,5755740.77176661
"1021987",,Isolated Property,"3","3",7803.613281,313.6548,793252.936136433,5756688.2075285
"1021988",,Isolated Property,"3","3",7803.614258,313.6548,796150.818757631,5759719.90070558
"1021989",,Isolated Property,"3","3",7803.612305,313.6548,792351.182895039,5759502.71645502
"1021990",,Isolated Property,"3","3",7803.613281,313.6548,793018.461864511,5760437.79563167
"1021991",,Isolated Property,"3","3",7803.610840,313.6548,792506.883115678,5762149.33731338
"1021992",,Isolated Property,"3","3",7803.614258,313.6548,794427.011509202,5762630.74841685
"1021993",,Isolated Property,"3","3",7803.613770,313.6548,801565.419798087,5757742.06274107
"1021994",,Isolated Property,"3","3",7803.615234,313.6548,802005.774547852,5757690.73694321
"1021995",,Isolated Property,"3","3",7803.613770,313.6548,802756.97245558,5758133.93396089
"1021996",,Isolated Property,"3","3",7803.613770,313.6548,801992.831114622,5758044.2166735
"1021997",,Isolated Property,"3","3",7803.611816,313.6548,798753.595953018,5758733.13224967
"1021998",,Isolated Property,"3","3",7803.611816,313.6548,799185.309070083,5757375.37389567
"1021999",,Isolated Property,"3","3",7803.613281,313.6548,794051.635367584,5772455.00726611
"1022000",,Isolated Property,"3","3",7803.613281,313.6548,794020.887646925,5771845.08817688
"1022001",,Isolated Property,"3","3",7803.613281,313.6548,803830.570904305,5760352.26759228
"1022002",,Isolated Property,"3","3",31324.965820,627.7709,737132.604301245,5756465.12733897
"1022003",,Isolated Property,"3","3",31324.966064,627.7709,738634.737641072,5755726.45299658
"1022004",,Isolated Property,"3","3",31324.963867,627.7709,741261.376024641,5755450.82386123
"1022005",,Isolated Property,"3","3",31324.964844,627.7709,738664.133994654,5757398.27182735
"1022006",,Isolated Property,"3","3",31324.966309,627.7709,739244.578934726,5759694.95870207
"1022007",,Isolated Property,"3","3",31324.966309,627.7709,736465.986463663,5758175.29414344
"1022008",,Isolated Property,"3","3",31324.964600,627.7709,732704.477798116,5756273.60427381
"1022009",,Isolated Property,"3","3",31324.964355,627.7709,730543.960445187,5756315.95869616
"1022010",,Isolated Property,"3","3",31324.964844,627.7709,741340.688173516,5764174.47323935
"1022011",,Isolated Property,"3","3",31324.964355,627.7709,734745.246287045,5755651.6034596
"1022012",,Isolated Property,"3","3",31324.963867,627.7709,737652.436467625,5755779.04394194
"1022013",,Isolated Property,"3","3",31324.965332,627.7709,740317.079585081,5758032.45765423
"1022014",,Isolated Property,"3","3",31324.965576,627.7709,731870.430191108,5755968.67188235
"1022015",,Isolated Property,"3","3",31324.964600,627.7709,737990.654808579,5760120.93800808
"1022016",,Isolated Property,"3","3",31324.963867,627.7709,740975.620765437,5756927.70475429
"1022017",,Isolated Property,"3","3",31324.965820,627.7709,737501.241503378,5752676.39646173
"1022018",,Isolated Property,"3","3",31324.963135,627.7709,733293.695302935,5747238.77530756
"1022019",,Isolated Property,"3","3",31324.963867,627.7709,736589.003991607,5747601.11225209
"1022020",,Isolated Property,"3","3",31324.965332,627.7709,734831.51539441,5746969.7981276
"1022021",,Isolated Property,"3","3",31324.965088,627.7709,740298.145315915,5750010.64641608
"1022022",,Isolated Property,"3","3",31324.965088,627.7709,736477.070360133,5751601.9848917
"1022023",,Isolated Property,"3","3",31324.965576,627.7709,737631.596281104,5740086.9234241
"1022024",,Isolated Property,"3","3",31324.965332,627.7709,734573.186305439,5750437.10431131
"1022025",,Isolated Property,"3","3",31324.966064,627.7709,739625.174487647,5742065.67898708
"1022026",,Isolated Property,"3","3",31324.962646,627.7709,740165.237788399,5742575.57930767
"1022027",,Isolated Property,"3","3",31324.963867,627.7709,741052.550376049,5749169.94579478
"1022028",,Isolated Property,"3","3",31324.967041,627.7709,738853.276121402,5740829.41402868
"1022029",,Isolated Property,"3","3",31324.963379,627.7709,740309.746603352,5747449.01417617
"1022030",,Isolated Property,"3","3",31324.963867,627.7709,736363.82086695,5748707.4156112
"1022031",,Isolated Property,"3","3",31324.964844,627.7709,738148.996516782,5745474.98354319
"1022032",,Isolated Property,"3","3",31324.964111,627.7709,740862.186235488,5740794.71407596
"1022033",,Isolated Property,"3","3",31324.965576,627.7709,736308.32608111,5743128.17397391
"1022034",,Isolated Property,"3","3",31324.963867,627.7709,740865.285917397,5753305.59358778
"1022035",,Isolated Property,"3","3",31324.966309,627.7709,739816.167186959,5746738.77115666
"1022036",,Isolated Property,"3","3",31324.964111,627.7709,739613.895633459,5752468.79115329
"1022037",,Isolated Property,"3","3",31324.964844,627.7709,738591.692742813,5749697.62848397
"1022038",,Isolated Property,"3","3",31324.965576,627.7709,735253.756435029,5749398.22354462
"1022039",,Isolated Property,"3","3",31324.964111,627.7709,740828.710549172,5738547.25320548
"1022040",,Isolated Property,"3","3",31324.964844,627.7709,737805.474849921,5738547.44979096
"1022041",,Isolated Property,"3","3",31324.964355,627.7709,732679.8926437,5737738.94923131
"1022042",,Isolated Property,"3","3",31324.964600,627.7709,740190.546919025,5737848.40520444
"1022043",,Isolated Property,"3","3",31324.965820,627.7709,734094.791007196,5736814.26721229
"1022044",,Isolated Property,"3","3",31324.965820,627.7709,734104.19069789,5739296.08522893
"1022045",,Isolated Property,"3","3",31324.964111,627.7709,739198.024485817,5738320.52455234
"1022046",,Isolated Property,"3","3",31324.967285,627.7709,767558.041894071,5777711.97660231
"1022047",,Isolated Property,"3","3",31324.967285,627.7709,767620.6867803,5773974.61735575
"1022048",,Isolated Property,"3","3",31324.967285,627.7709,770304.214014562,5770445.32844554
"1022049",,Isolated Property,"3","3",31324.963867,627.7709,766728.624174602,5754449.11073817
"1022050",,Isolated Property,"3","3",31324.964844,627.7709,767594.064381233,5747099.85326357
"1022051",,Isolated Property,"3","3",31324.960938,627.7709,769015.392221171,5772145.44500181
"1022052",,Isolated Property,"3","3",31324.968262,627.7709,775622.602891281,5770963.34941191
"1022053",,Isolated Property,"3","3",31324.964844,627.7709,776981.49362841,5770712.85617001
"1022054",,Isolated Property,"3","3",31324.967285,627.7709,776587.163144551,5774133.66973908
"1022055",,Isolated Property,"3","3",31324.963867,627.7709,766863.944869706,5771638.52048416
"1022056",,Isolated Property,"3","3",31324.962402,627.7709,776691.688960088,5769809.08068444
"1022057",,Isolated Property,"3","3",31324.962891,627.7709,777182.204809772,5772540.98444399
"1022058",,Isolated Property,"3","3",31324.966797,627.7709,778701.308302375,5773040.47866321
"1022059",,Isolated Property,"3","3",31324.967285,627.7709,778114.006872506,5776610.99341814
"1022060",,Isolated Property,"3","3",31324.962891,627.7709,776395.00720717,5777169.99376131
"1022061",,Isolated Property,"3","3",31324.966309,627.7709,770038.42460163,5777571.66587629
"1022062",,Isolated Property,"3","3",31324.967773,627.7709,775789.435278764,5775918.78199824
"1022063",,Isolated Property,"3","3",31324.963867,627.7709,772018.817057486,5776967.77898757
"1022064",,Isolated Property,"3","3",31324.964844,627.7709,778481.082757544,5770483.30434543
"1022065",,Isolated Property,"3","3",31324.967285,627.7709,768447.01048314,5777254.51469777
"1022066",,Isolated Property,"3","3",31324.966309,627.7709,774639.227468023,5776442.54769501
"1022067",,Isolated Property,"3","3",31324.965820,627.7709,775147.906558912,5769933.7324141
"1022068",,Isolated Property,"3","3",31324.963379,627.7709,773786.529198541,5771497.75599886
"1022069",,Isolated Property,"3","3",31324.964844,627.7709,777128.200842374,5754130.3011012
"1022070",,Isolated Property,"3","3",31324.965332,627.7709,774007.616458336,5772921.22017071
"1022071",,Isolated Property,"3","3",31324.967285,627.7709,767542.27726504,5775330.32015689
"1022072",,Isolated Property,"3","3",31324.964111,627.7709,742999.35644096,5739023.52372241
"1022073",,Isolated Property,"3","3",31324.967041,627.7709,756323.40234061,5732023.32605566
"1022074",,Isolated Property,"3","3",31324.963867,627.7709,756385.809822593,5731981.38582536
"1022075",,Isolated Property,"3","3",31324.964355,627.7709,750797.161610821,5732774.68099107
"1022076",,Isolated Property,"3","3",31324.967041,627.7709,753684.073651814,5733073.64830088
"1022077",,Isolated Property,"3","3",31324.967041,627.7709,744636.214805437,5739507.77225676
"1022078",,Isolated Property,"3","3",31324.964600,627.7709,755283.676033441,5732858.18435094
"1022079",,Isolated Property,"3","3",31324.963623,627.7709,748503.34628105,5749497.58393612
"1022080",,Isolated Property,"3","3",31324.964355,627.7709,743584.496941711,5753632.35355474
"1022081",,Isolated Property,"3","3",31324.965332,627.7709,747437.193325222,5746460.31007871
"1022082",,Isolated Property,"3","3",31324.964355,627.7709,745090.515065524,5741919.53800912
"1022083",,Isolated Property,"3","3",31324.967041,627.7709,748740.665972181,5746711.75416155
"1022084",,Isolated Property,"3","3",31324.964355,627.7709,742516.05590353,5743719.1835395
"1022085",,Isolated Property,"3","3",31324.964355,627.7709,745061.401315704,5753846.71547022
"1022086",,Isolated Property,"3","3",31324.964355,627.7709,747528.738768203,5743235.870195
"1022087",,Isolated Property,"3","3",31324.964355,627.7709,742745.772815522,5751740.70426864
"1022088",,Isolated Property,"3","3",31324.963623,627.7709,747131.146246518,5751845.32349208
"1022089",,Isolated Property,"3","3",31324.965332,627.7709,747560.596724173,5741190.62398773
"1022090",,Isolated Property,"3","3",31324.962646,627.7709,745371.369232475,5754402.26221443
"1022091",,Isolated Property,"3","3",31324.966797,627.7709,743681.28566627,5754072.69943651
"1022092",,Isolated Property,"3","3",31324.963623,627.7709,747736.076407153,5754988.57353104
"1022093",,Isolated Property,"3","3",31324.962891,627.7709,748452.126144256,5743843.07416157
"1022094",,Isolated Property,"3","3",31324.966064,627.7709,749575.317473905,5754688.68539455
"1022095",,Isolated Property,"3","3",31324.964600,627.7709,744952.866687211,5751829.0137793
"1022096",,Isolated Property,"3","3",31324.965820,627.7709,745103.595984301,5746382.06360326
"1022097",,Isolated Property,"3","3",31324.965088,627.7709,745082.820860031,5742857.43594198
"1022098",,Isolated Property,"3","3",31324.964844,627.7709,746619.506301552,5752687.95430335
"1022099",,Isolated Property,"3","3",31324.965088,627.7709,742295.620706219,5745910.72322123
"1022100",,Isolated Property,"3","3",31324.965820,627.7709,749161.60607938,5745810.75333621
"1022101",,Isolated Property,"3","3",31324.965088,627.7709,749773.666784582,5753930.68390291
"1022102",,Isolated Property,"3","3",31324.966797,627.7709,747312.693269858,5745524.39317744
"1022103",,Isolated Property,"3","3",31324.965576,627.7709,743431.14641896,5747082.763901
"1022104",,Isolated Property,"3","3",31324.963867,627.7709,746639.926227532,5749119.20328788
"1022105",,Isolated Property,"3","3",31324.964111,627.7709,741587.356427278,5744459.98026637
"1022106",,Isolated Property,"3","3",31324.966064,627.7709,749014.705846462,5740578.79932839
"1022107",,Isolated Property,"3","3",31324.963867,627.7709,750409.557365519,5751438.90887041
"1022108",,Isolated Property,"3","3",31324.964355,627.7709,751718.073152252,5746271.56619417
"1022109",,Isolated Property,"3","3",31324.965088,627.7709,752372.068179774,5744707.42973504
"1022110",,Isolated Property,"3","3",31324.965088,627.7709,751971.136020715,5748848.23091224
"1022111",,Isolated Property,"3","3",31324.966309,627.7709,751811.920172625,5745866.65541986
"1022112",,Isolated Property,"3","3",31324.966797,627.7709,752073.522643335,5753830.96594093
"1022113",,Isolated Property,"3","3",31324.965088,627.7709,753210.492743298,5749024.52907955
"1022114",,Isolated Property,"3","3",31324.965332,627.7709,752824.69800535,5746877.78949552
"1022115",,Isolated Property,"3","3",31324.965576,627.7709,751342.420903316,5753904.08748247
"1022116",,Isolated Property,"3","3",31324.965332,627.7709,750137.268949178,5754585.75013863
"1022117",,Isolated Property,"3","3",31324.963135,627.7709,743313.296564477,5748294.56422682
"1022118",,Isolated Property,"3","3",31324.964600,627.7709,745290.635804942,5744183.20451841
"1022119",,Isolated Property,"3","3",31324.965576,627.7709,745435.423933943,5749452.01419384
"1022120",,Isolated Property,"3","3",31324.964600,627.7709,753118.489486373,5750995.66395284
"1022121",,Isolated Property,"3","3",31324.965088,627.7709,743671.366269829,5741429.14291759
"1022122",,Isolated Property,"3","3",31324.965088,627.7709,755325.009673706,5751738.30521308
"1022123",,Isolated Property,"3","3",31324.964355,627.7709,755999.162839594,5752001.77311325
"1022124",,Isolated Property,"3","3",31324.964355,627.7709,762206.252172851,5752867.3669081
"1022125",,Isolated Property,"3","3",31324.965088,627.7709,761323.827797384,5746257.75123395
"1022126",,Isolated Property,"3","3",31324.964844,627.7709,754600.153693849,5746660.87307936
"1022127",,Isolated Property,"3","3",31324.965332,627.7709,755682.266060464,5749304.88209861
"1022128",,Isolated Property,"3","3",31324.964111,627.7709,754334.390218379,5745750.31700964
"1022129",,Isolated Property,"3","3",31324.963867,627.7709,760343.263787863,5754345.82917232
"1022130",,Isolated Property,"3","3",31324.965332,627.7709,756397.579089647,5754782.56536115
"1022131",,Isolated Property,"3","3",31324.965576,627.7709,755954.806013101,5754639.55201961
"1022132",,Isolated Property,"3","3",31324.965332,627.7709,759953.057612013,5754477.06935396
"1022133",,Isolated Property,"3","3",31324.966064,627.7709,760145.516172255,5753245.99967316
"1022134",,Isolated Property,"3","3",31324.966064,627.7709,756495.685263593,5753780.14711329
"1022135",,Isolated Property,"3","3",31324.964111,627.7709,756896.115455293,5726314.70759933
"1022136",,Isolated Property,"3","3",31324.964355,627.7709,747513.987373927,5772048.08553864
"1022137",,Isolated Property,"3","3",31324.963379,627.7709,742468.994237075,5757322.76544912
"1022138",,Isolated Property,"3","3",31324.965088,627.7709,745333.003042129,5757217.00823094
"1022139",,Isolated Property,"3","3",31324.963867,627.7709,747317.664451589,5756256.57331913
"1022140",,Isolated Property,"3","3",31324.965332,627.7709,748126.675960536,5757165.66364834
"1022141",,Isolated Property,"3","3",31324.965088,627.7709,747973.953513096,5771301.95830182
"1022142",,Isolated Property,"3","3",31324.965332,627.7709,749053.291778289,5767466.84558903
"1022143",,Isolated Property,"3","3",31324.965088,627.7709,750405.543016982,5775396.06735815
"1022144",,Isolated Property,"3","3",31324.967041,627.7709,747308.234290062,5759154.58507714
"1022145",,Isolated Property,"3","3",31324.965576,627.7709,746982.491090706,5774492.94712969
"1022146",,Isolated Property,"3","3",31324.964111,627.7709,744671.72150571,5774929.76100134
"1022147",,Isolated Property,"3","3",31324.963135,627.7709,756204.710938182,5782082.30466285
"1022148",,Isolated Property,"3","3",31324.965332,627.7709,759149.155754946,5776389.13404685
"1022149",,Isolated Property,"3","3",31324.964844,627.7709,765723.353661681,5776847.9657733
"1022150",,Isolated Property,"3","3",31324.965332,627.7709,763868.590016954,5778505.648825
"1022151",,Isolated Property,"3","3",31324.964355,627.7709,764120.884219434,5778918.51821709
"1022152",,Isolated Property,"3","3",31324.966797,627.7709,762607.524386238,5783350.09691986
"1022153",,Isolated Property,"3","3",31324.966309,627.7709,762496.518229247,5781443.08540039
"1022154",,Isolated Property,"3","3",31324.963867,627.7709,758202.519117465,5780747.08520335
"1022155",,Isolated Property,"3","3",31324.966309,627.7709,760570.506316149,5777841.06278459
"1022156",,Isolated Property,"3","3",31324.962158,627.7709,760444.619996989,5775914.81850795
"1022157",,Isolated Property,"3","3",31324.966797,627.7709,763711.006347238,5777854.99387317
"1022158",,Isolated Property,"3","3",31324.968750,627.7709,766395.068324639,5778170.84098161
"1022159",,Isolated Property,"3","3",31324.966553,627.7709,750277.501215086,5779822.10489273
"1022160",,Isolated Property,"3","3",31324.965332,627.7709,754686.52208065,5781049.09848362
"1022161",,Isolated Property,"3","3",31324.965576,627.7709,745439.805573415,5768123.43483395
"1022162",,Isolated Property,"3","3",31324.966309,627.7709,743068.601011302,5761936.99104083
"1022163",,Isolated Property,"3","3",31324.965088,627.7709,745230.361166416,5762691.82454339
"1022164",,Isolated Property,"3","3",31324.964355,627.7709,746282.000557597,5768467.29293463
"1022165",,Isolated Property,"3","3",31324.964844,627.7709,758278.697437795,5764005.38352767
"1022166",,Isolated Property,"3","3",31324.964600,627.7709,761941.877899393,5762597.73600216
"1022167",,Isolated Property,"3","3",31324.965820,627.7709,762967.840905717,5764505.55867859
"1022168",,Isolated Property,"3","3",31324.964844,627.7709,762267.093288405,5763697.62442624
"1022169",,Isolated Property,"3","3",31324.964355,627.7709,765889.492541719,5755115.59775883
"1022170",,Isolated Property,"3","3",31324.966064,627.7709,760869.338484151,5761849.98962215
"1022171",,Isolated Property,"3","3",31324.964111,627.7709,757455.337344842,5765028.8412319
"1022172",,Isolated Property,"3","3",31324.964355,627.7709,756784.711746631,5761383.87866202
"1022173",,Isolated Property,"3","3",31324.966553,627.7709,758988.312295714,5767650.90618432
"1022174",,Isolated Property,"3","3",31324.963867,627.7709,758273.496460672,5761827.24682493
"1022175",,Isolated Property,"3","3",31324.964355,627.7709,759394.953044224,5762261.43157568
"1022176",,Isolated Property,"3","3",31324.964355,627.7709,760947.020052004,5766673.0200557
"1022177",,Isolated Property,"3","3",31324.963379,627.7709,762554.343983826,5775738.38711088
"1022178",,Isolated Property,"3","3",31324.961914,627.7709,762818.91876251,5767120.72331713
"1022179",,Isolated Property,"3","3",31324.964600,627.7709,760324.487739331,5759387.19465753
"1022180",,Isolated Property,"3","3",31324.964111,627.7709,762177.596177174,5760917.21290164
"1022181",,Isolated Property,"3","3",31324.963379,627.7709,764485.478950321,5761039.82531395
"1022182",,Isolated Property,"3","3",31324.965576,627.7709,754875.018508252,5761124.19823584
"1022183",,Isolated Property,"3","3",31324.964844,627.7709,757396.848787582,5762523.50735645
"1022184",,Isolated Property,"3","3",31324.966797,627.7709,760889.713114025,5771205.47344263
"1022185",,Isolated Property,"3","3",31324.965332,627.7709,761398.302506068,5764190.59442289
"1022186",,Isolated Property,"3","3",31324.964844,627.7709,764305.196209692,5773952.97326385
"1022187",,Isolated Property,"3","3",31324.965820,627.7709,763399.562726578,5773075.69114871
"1022188",,Isolated Property,"3","3",31324.965332,627.7709,752190.085113843,5763289.6071103
"1022189",,Isolated Property,"3","3",31324.965088,627.7709,757796.279877229,5777301.19632188
"1022190",,Isolated Property,"3","3",31324.966553,627.7709,754910.720149066,5758183.4756696
"1022191",,Isolated Property,"3","3",31324.964355,627.7709,762875.419311804,5755809.61608561
"1022192",,Isolated Property,"3","3",31324.961426,627.7709,764236.65633565,5759833.39900153
"1022193",,Isolated Property,"3","3",31324.965820,627.7709,756838.008409564,5756577.6356791
"1022194",,Isolated Property,"3","3",31324.964844,627.7709,752340.705223673,5764467.17293023
