"perse","activity","start_time","xcoord","ycoord"
"783","other","0505",778154.87981,5743919.35957
"783","home","0740",771621,5753413
"783","work","0839",770968.05532,5738364.60103
"783","shops","1609",777902.25512,5762634.6724
"783","home","1925",771621,5753413
"784","home","0000",780531,5752720
"784","work","1034",790106.78926,5751427.52566
"784","home","1858",780531,5752720
"785","home","0000",785760,5757923
"785","other","0236",790829.71368,5755284.52525
"785","home","0511",785760,5757923
"785","work","0945",779513.96035,5746544.88888
"785","other","1732",777888.65052,5762548.96247
"785","home","1821",785760,5757923
"786","home","0000",777938,5754000
"786","shops","1204",778433.82508,5744429.17115
"786","work","1713",789848.05453,5752795.44381
"786","home","2359",777938,5754000
"787","home","0000",777230,5762822
"787","work","0405",792919.68545,5754526.38383
"787","shops","1220",777902.25512,5762634.6724
"787","home","1502",777230,5762822
"787","shops","1855",777902.25512,5762634.6724
"787","home","2148",777230,5762822
"788","home","0000",773382,5752784
"788","shops","1139",777902.25512,5762634.6724
"788","home","1328",773382,5752784
"788","beach","1551",776580.38162,5741915.32936
"788","work","1745",761856.89786,5763333.34179
"788","home","2359",773382,5752784
"789","home","0000",779277,5759889
"789","shops","0852",789974.17245,5752810.54643
"789","work","1054",792919.68545,5754526.38383
"789","shops","1855",777902.25512,5762634.6724
"789","home","2017",779277,5759889
"790","home","0000",772331,5754852
"790","shops","0812",792871.83966,5770473.28821
"790","home","1031",772331,5754852
"790","shops","1216",761647.31617,5762952.48569
"790","home","1446",772331,5754852
"790","shops","1704",778433.82508,5744429.17115
"790","home","1825",772331,5754852
"791","home","0000",786224,5761883
"791","other","0921",793534.67335,5769831.90665
"791","home","1258",786224,5761883
"791","other","1409",789863.66729,5753170.47836
"791","work","1649",790484.60538,5754857.18225
"791","home","2359",786224,5761883
"792","home","0000",774045,5753320
"792","work","0140",778649.17232,5743860.56825
"792","home","0901",774045,5753320
"792","beach","1546",794242.078,5754370.29551
"792","home","1835",774045,5753320
"793","home","0000",784209,5753750
"793","work","1053",789848.05453,5752795.44381
"793","home","1911",784209,5753750
"794","home","0000",782264,5755303
"794","work","1007",790106.78926,5751427.52566
"794","home","1860",782264,5755303
"795","home","0000",783840,5756452
"795","work","0900",777196.72455,5744398.58775
"795","beach","1646",778406.90316,5743587.79637
"795","home","1929",783840,5756452
"796","home","0000",785245,5756285
"796","work","0030",792919.68545,5754526.38383
"796","home","0920",785245,5756285
"796","other","1127",778779.70651,5745319.61958
"796","shops","1204",792871.83966,5770473.28821
"796","home","1924",785245,5756285
"796","other","2241",790829.71368,5755284.52525
"796","home","2359",785245,5756285
"797","home","0000",775171,5757313
"797","other","0647",778779.70651,5745319.61958
"797","work","0902",790484.60538,5754857.18225
"797","home","1624",775171,5757313
"798","home","0000",771497,5759380
"798","work","0911",777704.05806,5743980.73808
"798","home","1605",771497,5759380
"799","home","0000",774673,5759610
"799","work","0616",779513.96035,5746544.88888
"799","beach","1440",797658.77908,5756257.89872
"799","home","1732",774673,5759610
"799","other","1813",778546.67853,5744446.73313
"799","home","2148",774673,5759610
"800","home","0000",780378,5762604
"800","work","0844",778210.63486,5744138.97464
"800","shops","1753",778482.57737,5744462.75843
"800","other","1822",777888.65052,5762548.96247
"800","home","2119",780378,5762604
"801","home","0000",773794,5760156
"801","work","0813",786334.34808,5764005.76275
"801","home","1748",773794,5760156
"802","home","0000",774269,5753001
"802","other","0904",792837.45553,5769972.52889
"802","shops","1053",778433.82508,5744429.17115
"802","beach","1214",786255.54497,5747965.81546
"802","other","1440",778546.67853,5744446.73313
"802","work","1627",778463.2759,5744455.4553
"802","home","2359",774269,5753001
"803","home","0000",784747,5759009
"803","work","0130",790098.62271,5754759.19639
"803","home","0854",784747,5759009
"803","other","1238",793202.25852,5769898.53301
"803","shops","1444",789974.17245,5752810.54643
"803","other","1640",777888.65052,5762548.96247
"803","shops","1938",789902.15203,5752276.48654
"803","home","2241",784747,5759009
"804","home","0000",773743,5753845
"804","work","1131",778649.17232,5743860.56825
"804","shops","1809",789974.17245,5752810.54643
"804","home","2140",773743,5753845
"805","home","0000",776748,5759758
"805","work","1043",777704.05806,5743980.73808
"805","home","1932",776748,5759758
"806","home","0000",779109,5764050
"806","work","1023",761856.89786,5763333.34179
"806","shops","1825",777902.25512,5762634.6724
"806","home","2038",779109,5764050
"807","home","0000",780494,5762017
"807","shops","1140",777902.25512,5762634.6724
"807","home","1216",780494,5762017
"807","work","1628",761856.89786,5763333.34179
"807","home","2359",780494,5762017
"808","home","0000",781273,5756788
"808","beach","1108",790861.74053,5752552.89152
"808","other","1222",777888.65052,5762548.96247
"808","beach","1402",789125.65437,5750638.52234
"808","work","1723",778791.70915,5745372.55639
"808","home","2359",781273,5756788
"809","home","0000",778346,5753357
"809","beach","1558",794242.078,5754370.29551
"809","work","1747",759175.87554,5731742.96741
"809","home","2359",778346,5753357
"810","home","0000",779906,5760543
"810","work","0953",792919.68545,5754526.38383
"810","shops","1604",777902.25512,5762634.6724
"810","home","1822",779906,5760543
"811","home","0000",773004,5759331
"811","other","0203",793534.67335,5769831.90665
"811","home","0545",773004,5759331
"811","work","0907",761289.50657,5762130.29619
"811","shops","1732",777902.25512,5762634.6724
"811","home","1830",773004,5759331
"811","other","2202",778546.67853,5744446.73313
"811","home","2359",773004,5759331
"812","home","0000",773754,5753835
"812","other","0603",778546.67853,5744446.73313
"812","work","0909",793641.32026,5769328.94189
"812","beach","1713",776580.38162,5741915.32936
"812","home","1912",773754,5753835
"813","home","0000",787441,5753725
"813","other","0429",790829.71368,5755284.52525
"813","home","0655",787441,5753725
"813","other","1031",790829.71368,5755284.52525
"813","shops","1347",789974.17245,5752810.54643
"813","other","1509",778779.70651,5745319.61958
"813","work","1630",790484.60538,5754857.18225
"813","home","2359",787441,5753725
"814","home","0000",786154,5757651
"814","work","0815",777196.72455,5744398.58775
"814","home","1717",786154,5757651
"815","home","0000",775840,5757244
"815","shops","0858",778482.57737,5744462.75843
"815","home","1222",775840,5757244
"815","beach","1547",786985.47082,5748372.83646
"815","work","1605",789848.05453,5752795.44381
"815","home","2359",775840,5757244
"816","home","0000",783009,5759770
"816","other","1131",792803.19879,5769441.31381
"816","shops","1343",790357.10312,5752184.65303
"816","work","1627",786334.34808,5764005.76275
"816","home","2359",783009,5759770
"817","home","0000",788078,5762338
"817","work","0506",786334.34808,5764005.76275
"817","beach","1256",790599.42678,5751665.27
"817","shops","1413",789974.17245,5752810.54643
"817","home","1733",788078,5762338
"818","home","0000",776517,5754004
"818","other","0025",778779.70651,5745319.61958
"818","home","0357",776517,5754004
"818","other","1314",793202.25852,5769898.53301
"818","home","1443",776517,5754004
"818","work","1614",778210.63486,5744138.97464
"818","home","2359",776517,5754004
"819","home","0000",771758,5759267
"819","work","0803",778463.2759,5744455.4553
"819","shops","1731",761647.31617,5762952.48569
"819","home","1833",771758,5759267
"820","home","0000",777320,5762520
"820","shops","0813",777902.25512,5762634.6724
"820","beach","1146",790599.42678,5751665.27
"820","home","1231",777320,5762520
"820","shops","1646",777902.25512,5762634.6724
"820","home","2127",777320,5762520
"821","home","0000",782213,5764260
"821","work","1052",790484.60538,5754857.18225
"821","shops","1859",789902.15203,5752276.48654
"821","home","2119",782213,5764260
"822","home","0000",781056,5754312
"822","other","0746",777888.65052,5762548.96247
"822","shops","0809",790505.64718,5752116.69154
"822","home","1244",781056,5754312
"822","beach","1413",783893.9946,5745788.90364
"822","work","1637",778791.70915,5745372.55639
"822","home","2359",781056,5754312
"823","home","0000",780678,5755689
"823","other","1325",789863.66729,5753170.47836
"823","beach","1423",790006.00295,5750945.9283
"823","work","1624",790484.60538,5754857.18225
"823","home","2359",780678,5755689
"824","home","0000",772735,5757704
"824","shops","1232",761647.31617,5762952.48569
"824","work","1652",761856.89786,5763333.34179
"824","home","2359",772735,5757704
"825","home","0000",780644,5760643
"825","work","0823",756924.90574,5726253.79922
"825","shops","1612",777902.25512,5762634.6724
"825","home","1912",780644,5760643
"826","home","0000",778277,5764409
"826","work","0551",793249.38427,5770567.6814
"826","home","1321",778277,5764409
"826","shops","1527",777902.25512,5762634.6724
"826","home","1742",778277,5764409
"827","home","0000",773996,5763585
"827","shops","1550",777902.25512,5762634.6724
"827","work","1660",770968.05532,5738364.60103
"827","home","2359",773996,5763585
"828","home","0000",781845,5762877
"828","work","0928",761856.89786,5763333.34179
"828","shops","1634",777902.25512,5762634.6724
"828","home","1914",781845,5762877
"829","home","0000",783481,5760343
"829","shops","0949",778279.66613,5743500.15352
"829","home","1101",783481,5760343
"829","work","1215",786334.34808,5764005.76275
"829","home","2041",783481,5760343
"830","home","0000",786802,5756790
"830","work","0845",778791.70915,5745372.55639
"830","home","1606",786802,5756790
"830","shops","1905",778433.82508,5744429.17115
"830","home","2060",786802,5756790
"831","home","0000",784053,5755057
"831","other","0622",777888.65052,5762548.96247
"831","home","0959",784053,5755057
"831","shops","1301",790670.88255,5752085.50432
"831","beach","1536",783893.9946,5745788.90364
"831","work","1739",790106.78926,5751427.52566
"831","home","2359",784053,5755057
"832","home","0000",786437,5760672
"832","work","0706",786334.34808,5764005.76275
"832","home","1448",786437,5760672
"832","shops","1718",792871.83966,5770473.28821
"832","home","1958",786437,5760672
"833","home","0000",782865,5759318
"833","beach","1028",790641.84348,5751394.20125
"833","home","1537",782865,5759318
"833","work","1631",790484.60538,5754857.18225
"833","home","2359",782865,5759318
"834","home","0000",772502,5754587
"834","other","0715",790829.71368,5755284.52525
"834","home","0920",772502,5754587
"834","work","1147",778210.63486,5744138.97464
"834","home","1830",772502,5754587
"835","home","0000",773764,5754250
"835","other","0757",778546.67853,5744446.73313
"835","home","0854",773764,5754250
"835","work","1045",759223.27599,5730566.26203
"835","shops","1920",777902.25512,5762634.6724
"835","home","2118",773764,5754250
"836","home","0000",783689,5755742
"836","other","1020",790829.71368,5755284.52525
"836","beach","1204",788528.10978,5750214.98843
"836","shops","1712",778433.82508,5744429.17115
"836","other","1943",778546.67853,5744446.73313
"836","shops","2138",761647.31617,5762952.48569
"836","home","2302",783689,5755742
"837","home","0000",786495,5758125
"837","other","0730",778779.70651,5745319.61958
"837","home","0952",786495,5758125
"837","work","1142",786334.34808,5764005.76275
"837","home","1919",786495,5758125
"838","home","0000",779088,5761679
"838","work","0855",793249.38427,5770567.6814
"838","shops","1751",789974.17245,5752810.54643
"838","home","1842",779088,5761679
"839","home","0000",783721,5753396
"839","shops","1519",790357.10312,5752184.65303
"839","work","1628",761289.50657,5762130.29619
"839","home","2359",783721,5753396
"840","home","0000",777238,5757081
"840","work","1329",778791.70915,5745372.55639
"840","home","2105",777238,5757081
"841","home","0000",773356,5760495
"841","other","0138",793202.25852,5769898.53301
"841","home","0324",773356,5760495
"841","shops","0902",777902.25512,5762634.6724
"841","home","1045",773356,5760495
"841","shops","1257",777902.25512,5762634.6724
"841","beach","1541",794920.60169,5772690.71159
"841","work","1728",759175.87554,5731742.96741
"841","home","2359",773356,5760495
"842","home","0000",781009,5755549
"842","work","0837",779513.96035,5746544.88888
"842","shops","1603",792871.83966,5770473.28821
"842","home","1838",781009,5755549
"842","shops","2145",777902.25512,5762634.6724
"842","home","2308",781009,5755549
"843","home","0000",772006,5759090
"843","work","1132",786334.34808,5764005.76275
"843","home","1928",772006,5759090
"844","home","0000",773048,5760998
"844","shops","1252",777902.25512,5762634.6724
"844","beach","1521",794242.078,5754370.29551
"844","work","1745",792919.68545,5754526.38383
"844","home","2359",773048,5760998
"845","home","0000",771641,5760837
"845","work","0833",777196.72455,5744398.58775
"845","shops","1705",777902.25512,5762634.6724
"845","home","1813",771641,5760837
"846","home","0000",772458,5754064
"846","work","0956",779513.96035,5746544.88888
"846","shops","1612",778279.66613,5743500.15352
"846","home","1902",772458,5754064
"847","home","0000",780584,5760824
"847","work","0925",759681.61587,5729403.88001
"847","shops","1641",777902.25512,5762634.6724
"847","other","1853",792803.19879,5769441.31381
"847","shops","2127",778433.82508,5744429.17115
"847","home","2239",780584,5760824
"848","home","0000",780363,5755965
"848","beach","0958",794920.60169,5772690.71159
"848","shops","1151",777902.25512,5762634.6724
"848","home","1353",780363,5755965
"848","other","1543",793534.67335,5769831.90665
"848","work","1706",779012.88562,5744520.34118
"848","home","2359",780363,5755965
"849","home","0000",771060,5755696
"849","work","1238",778791.70915,5745372.55639
"849","home","2132",771060,5755696
"850","home","0000",774490,5754305
"850","work","0947",758548.82555,5729986.72448
"850","home","1650",774490,5754305
"850","shops","2030",790357.10312,5752184.65303
"850","other","2332",778546.67853,5744446.73313
"850","home","2359",774490,5754305
"851","home","0000",780295,5759513
"851","work","0847",778791.70915,5745372.55639
"851","home","1616",780295,5759513
"852","home","0000",772967,5759060
"852","work","0718",761856.89786,5763333.34179
"852","beach","1531",794920.60169,5772690.71159
"852","shops","1619",790670.88255,5752085.50432
"852","home","1832",772967,5759060
"853","home","0000",780754,5753992
"853","work","0043",790098.62271,5754759.19639
"853","home","0929",780754,5753992
"853","other","1343",778779.70651,5745319.61958
"853","home","1438",780754,5753992
"853","shops","1744",790357.10312,5752184.65303
"853","home","2023",780754,5753992
"854","home","0000",782095,5760251
"854","other","0603",777888.65052,5762548.96247
"854","home","0918",782095,5760251
"854","shops","1316",792871.83966,5770473.28821
"854","other","1551",789863.66729,5753170.47836
"854","work","1711",778463.2759,5744455.4553
"854","home","2359",782095,5760251
"855","home","0000",780974,5755611
"855","work","0642",771154.38036,5738979.16897
"855","shops","1427",777902.25512,5762634.6724
"855","beach","1630",789125.65437,5750638.52234
"855","home","1925",780974,5755611
"856","home","0000",773588,5754624
"856","other","0900",777888.65052,5762548.96247
"856","home","1158",773588,5754624
"856","work","1709",778463.2759,5744455.4553
"856","home","2359",773588,5754624
"857","home","0000",783917,5761417
"857","work","0801",760128.0835,5729217.22829
"857","shops","1709",777902.25512,5762634.6724
"857","home","1851",783917,5761417
"858","home","0000",775746,5755123
"858","beach","0808",790599.42678,5751665.27
"858","home","1041",775746,5755123
"858","beach","1206",794242.078,5754370.29551
"858","shops","1437",790357.10312,5752184.65303
"858","work","1656",793249.38427,5770567.6814
"858","home","2359",775746,5755123
"859","home","0000",785804,5755546
"859","other","0913",778546.67853,5744446.73313
"859","home","1013",785804,5755546
"859","shops","1237",777902.25512,5762634.6724
"859","other","1540",777888.65052,5762548.96247
"859","work","1737",779513.96035,5746544.88888
"859","home","2359",785804,5755546
"860","home","0000",782234,5758222
"860","work","0803",732247.51881,5756178.98784
"860","home","1601",782234,5758222
"861","home","0000",787247,5763804
"861","work","0902",786334.34808,5764005.76275
"861","shops","1641",790670.88255,5752085.50432
"861","home","1814",787247,5763804
"862","home","0000",787248,5756594
"862","work","0936",790098.62271,5754759.19639
"862","shops","1631",790505.64718,5752116.69154
"862","home","2030",787248,5756594
"863","home","0000",773109,5759484
"863","beach","1312",786985.47082,5748372.83646
"863","shops","1449",761647.31617,5762952.48569
"863","work","1623",761289.50657,5762130.29619
"863","home","2359",773109,5759484
"864","home","0000",774864,5759214
"864","work","0829",777196.72455,5744398.58775
"864","shops","1627",777902.25512,5762634.6724
"864","home","1848",774864,5759214
"864","other","2026",771374.44073,5738835.66619
"864","home","2304",774864,5759214
"865","home","0000",774136,5753473
"865","shops","1033",770351.40111,5738001.92605
"865","other","1226",778779.70651,5745319.61958
"865","home","1548",774136,5753473
"865","beach","1704",788528.10978,5750214.98843
"865","other","1927",777888.65052,5762548.96247
"865","home","2150",774136,5753473
"866","home","0000",783871,5757291
"866","shops","1353",790357.10312,5752184.65303
"866","beach","1551",789125.65437,5750638.52234
"866","work","1722",790484.60538,5754857.18225
"866","home","2359",783871,5757291
"867","home","0000",779332,5761662
"867","work","0513",792919.68545,5754526.38383
"867","other","1206",777888.65052,5762548.96247
"867","beach","1517",778237.06886,5743964.79164
"867","home","1655",779332,5761662
"868","home","0000",777986,5764319
"868","shops","0908",777902.25512,5762634.6724
"868","work","1042",789434.99816,5751266.44194
"868","home","1906",777986,5764319
"868","other","2022",778546.67853,5744446.73313
"868","home","2317",777986,5764319
"869","home","0000",787617,5761147
"869","other","0758",789863.66729,5753170.47836
"869","work","0928",789848.05453,5752795.44381
"869","home","1753",787617,5761147
"869","shops","2059",789974.17245,5752810.54643
"869","home","2229",787617,5761147
"870","home","0000",785819,5761430
"870","work","0908",786334.34808,5764005.76275
"870","shops","1650",789974.17245,5752810.54643
"870","other","1944",777888.65052,5762548.96247
"870","home","2157",785819,5761430
"871","home","0000",778903,5753166
"871","other","0329",778546.67853,5744446.73313
"871","home","0533",778903,5753166
"871","other","0629",777888.65052,5762548.96247
"871","home","1105",778903,5753166
"871","beach","1242",778406.90316,5743587.79637
"871","shops","1641",789974.17245,5752810.54643
"871","home","1947",778903,5753166
"872","home","0000",786987,5758046
"872","work","0817",779513.96035,5746544.88888
"872","other","1708",789863.66729,5753170.47836
"872","home","1951",786987,5758046
"873","home","0000",778098,5761852
"873","shops","1317",777902.25512,5762634.6724
"873","beach","1556",790006.00295,5750945.9283
"873","work","1727",777704.05806,5743980.73808
"873","home","2359",778098,5761852
"874","home","0000",777371,5762166
"874","beach","0921",790006.00295,5750945.9283
"874","home","1038",777371,5762166
"874","beach","1454",790641.84348,5751394.20125
"874","work","1645",778649.17232,5743860.56825
"874","home","2359",777371,5762166
"875","home","0000",773933,5763773
"875","other","0939",777888.65052,5762548.96247
"875","home","1136",773933,5763773
"875","beach","1301",759326.8826,5729839.13291
"875","home","1513",773933,5763773
"875","work","1626",761856.89786,5763333.34179
"875","home","2359",773933,5763773
"876","home","0000",776623,5758621
"876","work","0836",759223.27599,5730566.26203
"876","beach","1752",776580.38162,5741915.32936
"876","home","1939",776623,5758621
"877","home","0000",772247,5760166
"877","shops","0929",759294.96025,5730628.35413
"877","other","1325",778546.67853,5744446.73313
"877","beach","1406",803106.49192,5756854.63356
"877","work","1726",777196.72455,5744398.58775
"877","home","2359",772247,5760166
"878","home","0000",782219,5753110
"878","work","0955",778463.2759,5744455.4553
"878","other","1659",789863.66729,5753170.47836
"878","shops","1937",777902.25512,5762634.6724
"878","home","2114",782219,5753110
"878","other","2327",778154.87981,5743919.35957
"878","home","2359",782219,5753110
"879","home","0000",788150,5755033
"879","other","0425",789863.66729,5753170.47836
"879","home","0649",788150,5755033
"879","other","1105",790829.71368,5755284.52525
"879","shops","1353",789974.17245,5752810.54643
"879","beach","1436",790599.42678,5751665.27
"879","work","1713",789434.99816,5751266.44194
"879","home","2359",788150,5755033
"880","home","0000",785616,5759257
"880","other","0034",790829.71368,5755284.52525
"880","work","0923",789848.05453,5752795.44381
"880","other","1703",778154.87981,5743919.35957
"880","home","2136",785616,5759257
"881","home","0000",776810,5762497
"881","work","0943",759310.02792,5730461.39643
"881","home","1740",776810,5762497
"882","home","0000",778181,5759704
"882","work","0935",790098.62271,5754759.19639
"882","other","1634",777888.65052,5762548.96247
"882","home","2028",778181,5759704
"883","home","0000",782126,5762550
"883","work","0129",790484.60538,5754857.18225
"883","other","0842",792837.45553,5769972.52889
"883","home","1103",782126,5762550
"883","other","1301",777888.65052,5762548.96247
"883","shops","1421",777902.25512,5762634.6724
"883","home","1648",782126,5762550
"883","shops","1815",790505.64718,5752116.69154
"883","home","2045",782126,5762550
"884","home","0000",781335,5760350
"884","work","0825",777196.72455,5744398.58775
"884","beach","1631",794242.078,5754370.29551
"884","other","1848",777888.65052,5762548.96247
"884","home","2122",781335,5760350
"885","home","0000",779750,5760429
"885","work","0856",789434.99816,5751266.44194
"885","home","1639",779750,5760429
"885","shops","2129",777902.25512,5762634.6724
"885","home","2215",779750,5760429
"886","home","0000",770638,5758677
"886","work","0921",771154.38036,5738979.16897
"886","home","1659",770638,5758677
"887","home","0000",785337,5757645
"887","other","1014",790829.71368,5755284.52525
"887","home","1333",785337,5757645
"887","shops","1430",790357.10312,5752184.65303
"887","work","1719",759353.31074,5729787.17382
"887","home","2359",785337,5757645
"888","home","0000",783332,5762526
"888","other","0246",777888.65052,5762548.96247
"888","home","0702",783332,5762526
"888","work","0859",786334.34808,5764005.76275
"888","home","1637",783332,5762526
"888","shops","1827",789974.17245,5752810.54643
"888","home","2013",783332,5762526
"889","home","0000",786325,5762003
"889","other","0029",793202.25852,5769898.53301
"889","home","0331",786325,5762003
"889","work","0835",786334.34808,5764005.76275
"889","shops","1716",789902.15203,5752276.48654
"889","home","1929",786325,5762003
"890","home","0000",782878,5757450
"890","other","0158",778546.67853,5744446.73313
"890","home","0313",782878,5757450
"890","shops","0921",789902.15203,5752276.48654
"890","home","1022",782878,5757450
"890","beach","1318",786255.54497,5747965.81546
"890","home","1506",782878,5757450
"890","work","1714",790484.60538,5754857.18225
"890","home","2359",782878,5757450
"891","home","0000",775865,5757743
"891","beach","1546",790599.42678,5751665.27
"891","work","1734",777196.72455,5744398.58775
"891","home","2359",775865,5757743
"892","home","0000",777082,5759111
"892","shops","0936",777902.25512,5762634.6724
"892","beach","1002",790641.84348,5751394.20125
"892","work","1609",777196.72455,5744398.58775
"892","home","2359",777082,5759111
"893","home","0000",771665,5759714
"893","other","0001",759210.79384,5730135.73036
"893","home","0312",771665,5759714
"893","shops","0833",761647.31617,5762952.48569
"893","home","1053",771665,5759714
"893","shops","1455",792871.83966,5770473.28821
"893","work","1755",779012.88562,5744520.34118
"893","home","2359",771665,5759714
"894","home","0000",779357,5759360
"894","work","0933",790106.78926,5751427.52566
"894","beach","1701",797658.77908,5756257.89872
"894","other","1921",777888.65052,5762548.96247
"894","home","2139",779357,5759360
"895","home","0000",774323,5759233
"895","other","1054",777888.65052,5762548.96247
"895","work","1320",761289.50657,5762130.29619
"895","home","2033",774323,5759233
"896","home","0000",780434,5761648
"896","beach","1135",776580.38162,5741915.32936
"896","home","1300",780434,5761648
"896","other","1539",777888.65052,5762548.96247
"896","work","1620",786334.34808,5764005.76275
"896","home","2359",780434,5761648
"897","home","0000",774226,5760196
"897","work","0844",790106.78926,5751427.52566
"897","shops","1619",777902.25512,5762634.6724
"897","home","1817",774226,5760196
"898","home","0000",778500,5757441
"898","work","0804",777196.72455,5744398.58775
"898","shops","1724",777902.25512,5762634.6724
"898","home","1803",778500,5757441
"899","home","0000",782781,5757576
"899","work","0829",790098.62271,5754759.19639
"899","shops","1646",778279.66613,5743500.15352
"899","home","1859",782781,5757576
"900","home","0000",772382,5763202
"900","other","0125",777888.65052,5762548.96247
"900","home","0539",772382,5763202
"900","work","0912",778463.2759,5744455.4553
"900","shops","1642",761647.31617,5762952.48569
"900","home","2032",772382,5763202
"901","home","0000",784055,5760748
"901","work","0838",779012.88562,5744520.34118
"901","shops","1739",743497.21054,5753100.09307
"901","home","1822",784055,5760748
"901","other","2147",778779.70651,5745319.61958
"901","home","2242",784055,5760748
"902","home","0000",783651,5754890
"902","other","1217",771374.44073,5738835.66619
"902","shops","1459",789974.17245,5752810.54643
"902","work","1736",790484.60538,5754857.18225
"902","home","2359",783651,5754890
"903","home","0000",771455,5764137
"903","work","1130",759681.61587,5729403.88001
"903","home","1950",771455,5764137
"904","home","0000",779269,5759130
"904","work","1024",793641.32026,5769328.94189
"904","home","1915",779269,5759130
"905","home","0000",773859,5759004
"905","work","0714",778791.70915,5745372.55639
"905","home","1535",773859,5759004
"905","shops","1609",778433.82508,5744429.17115
"905","home","1954",773859,5759004
"906","home","0000",783006,5758507
"906","shops","0817",789902.15203,5752276.48654
"906","home","1152",783006,5758507
"906","shops","1452",789974.17245,5752810.54643
"906","work","1737",779012.88562,5744520.34118
"906","home","2359",783006,5758507
"907","home","0000",774213,5753225
"907","work","0939",778210.63486,5744138.97464
"907","home","1649",774213,5753225
"908","home","0000",774401,5752514
"908","other","0641",778154.87981,5743919.35957
"908","shops","0852",792871.83966,5770473.28821
"908","other","1103",778779.70651,5745319.61958
"908","shops","1340",777902.25512,5762634.6724
"908","work","1706",761289.50657,5762130.29619
"908","home","2359",774401,5752514
"909","home","0000",775036,5759754
"909","shops","1141",777902.25512,5762634.6724
"909","other","1347",777888.65052,5762548.96247
"909","shops","1518",792871.83966,5770473.28821
"909","work","1700",777196.72455,5744398.58775
"909","home","2359",775036,5759754
"910","home","0000",771254,5756047
"910","other","0535",778154.87981,5743919.35957
"910","home","0622",771254,5756047
"910","shops","0801",789974.17245,5752810.54643
"910","work","1146",777704.05806,5743980.73808
"910","home","1937",771254,5756047
"911","home","0000",772066,5758109
"911","other","0621",777888.65052,5762548.96247
"911","work","0927",759681.61587,5729403.88001
"911","shops","1718",777902.25512,5762634.6724
"911","home","1926",772066,5758109
"912","home","0000",779914,5761067
"912","work","0718",730692.55336,5755530.02771
"912","shops","1550",777902.25512,5762634.6724
"912","home","1616",779914,5761067
"913","home","0000",776575,5760330
"913","shops","0826",777902.25512,5762634.6724
"913","home","1021",776575,5760330
"913","beach","1313",778237.06886,5743964.79164
"913","home","1508",776575,5760330
"913","work","1659",789434.99816,5751266.44194
"913","home","2359",776575,5760330
"914","home","0000",773811,5761228
"914","work","0036",786334.34808,5764005.76275
"914","home","0848",773811,5761228
"914","shops","1154",777902.25512,5762634.6724
"914","beach","1304",790861.74053,5752552.89152
"914","shops","1548",777902.25512,5762634.6724
"914","home","1918",773811,5761228
"915","home","0000",772578,5756559
"915","other","0935",777888.65052,5762548.96247
"915","home","1046",772578,5756559
"915","shops","1252",778482.57737,5744462.75843
"915","beach","1428",783893.9946,5745788.90364
"915","work","1744",779012.88562,5744520.34118
"915","home","2359",772578,5756559
"916","home","0000",780574,5757326
"916","other","0635",778154.87981,5743919.35957
"916","home","0951",780574,5757326
"916","beach","1008",759551.54671,5730602.07326
"916","home","1437",780574,5757326
"916","work","1636",786334.34808,5764005.76275
"916","home","2359",780574,5757326
"917","home","0000",782548,5761910
"917","other","0702",777888.65052,5762548.96247
"917","work","0937",786334.34808,5764005.76275
"917","home","1621",782548,5761910
"917","shops","1802",777902.25512,5762634.6724
"917","home","2143",782548,5761910
"918","home","0000",775326,5754207
"918","work","1255",789848.05453,5752795.44381
"918","home","2040",775326,5754207
"919","home","0000",779985,5752732
"919","work","0929",778210.63486,5744138.97464
"919","shops","1627",778482.57737,5744462.75843
"919","home","1809",779985,5752732
"920","home","0000",783375,5755951
"920","work","0821",756924.90574,5726253.79922
"920","shops","1635",790505.64718,5752116.69154
"920","home","1931",783375,5755951
"920","other","2005",789863.66729,5753170.47836
"920","home","2341",783375,5755951
"921","home","0000",771000,5754134
"921","other","0846",778154.87981,5743919.35957
"921","shops","1031",777902.25512,5762634.6724
"921","work","1352",730692.55336,5755530.02771
"921","home","2045",771000,5754134
"922","home","0000",780566,5759413
"922","shops","1230",777902.25512,5762634.6724
"922","other","1443",778546.67853,5744446.73313
"922","work","1637",792919.68545,5754526.38383
"922","home","2359",780566,5759413
"923","home","0000",780239,5762908
"923","work","0939",778791.70915,5745372.55639
"923","shops","1703",761647.31617,5762952.48569
"923","other","1820",777888.65052,5762548.96247
"923","home","2035",780239,5762908
"924","home","0000",787229,5758311
"924","work","0900",786334.34808,5764005.76275
"924","beach","1728",790006.00295,5750945.9283
"924","other","1803",778779.70651,5745319.61958
"924","home","2120",787229,5758311
"925","home","0000",773724,5763861
"925","work","0936",793641.32026,5769328.94189
"925","beach","1635",800742.88293,5757428.94421
"925","home","1949",773724,5763861
"926","home","0000",780384,5757432
"926","other","0339",789863.66729,5753170.47836
"926","home","0511",780384,5757432
"926","work","0834",770405.93026,5737998.74274
"926","home","1704",780384,5757432
"926","other","1811",790829.71368,5755284.52525
"926","home","2155",780384,5757432
"927","home","0000",773646,5753030
"927","other","0421",777888.65052,5762548.96247
"927","home","0922",773646,5753030
"927","shops","1028",770351.40111,5738001.92605
"927","beach","1318",776580.38162,5741915.32936
"927","work","1759",770405.93026,5737998.74274
"927","home","2359",773646,5753030
"928","home","0000",771214,5758565
"928","other","0126",790829.71368,5755284.52525
