"person","activity","leave_time"
"981","other","2300"
"982","home","100"
"982","beach","1100"
"982","home","1300"
"982","shops","1500"
"982","work","1700"
"983","home","100"
"983","other","700"
"983","work","900"
"983","home","1700"
"984","home","100"
"984","other","700"
"984","work","900"
"984","shops","1700"
"984","home","1900"
"984","other","2100"
"984","home","2300"
"985","home","100"
"985","shops","1300"
"985","work","1700"
"986","home","100"
"986","work","900"
"986","other","1700"
"986","home","1900"
"987","home","100"
"987","shops","1100"
"987","home","1300"
"987","shops","1500"
"987","other","1700"
"987","home","2100"
"988","home","100"
"988","other","1100"
"988","shops","1300"
"988","work","1700"
"989","home","100"
"989","other","700"
"989","beach","900"
"989","shops","1100"
"989","work","1300"
"989","home","2100"
"990","home","100"
"990","work","900"
"990","shops","1700"
"990","home","1900"
"991","work","100"
"991","home","900"
"991","beach","1500"
"991","shops","1700"
"991","home","1900"
"992","home","100"
"992","work","1100"
"992","home","1900"
"993","home","100"
"993","work","900"
"993","shops","1700"
"993","home","1900"
"994","other","100"
"994","home","300"
"994","shops","1300"
"994","other","1500"
"994","work","1700"
"995","home","100"
"995","work","900"
"995","shops","1700"
"995","home","1900"
"996","home","100"
"996","other","700"
"996","work","900"
"996","home","1700"
"997","home","100"
"997","work","1700"
"998","home","100"
"998","work","900"
"998","shops","1700"
"998","home","1900"
"999","home","100"
"999","other","700"
"999","work","900"
"999","other","1700"
"999","home","1900"
"1000","work","100"
"1000","shops","900"
"1000","home","1100"
"1000","other","1300"
"1000","shops","1500"
"1000","other","1900"
"1000","home","2100"
